115, 112, 0 
116, 113, 0 
116, 113, 0 
117, 114, 0 
117, 115, 0 
118, 115, 0 
118, 116, 0 
119, 116, 0 
120, 117, 0 
120, 118, 0 
121, 118, 0 
121, 119, 0 
122, 119, 0 
122, 120, 0 
123, 121, 0 
123, 121, 0 
124, 122, 0 
125, 123, 0 
125, 123, 0 
126, 124, 0 
126, 125, 0 
127, 125, 0 
127, 126, 0 
128, 127, 0 
128, 127, 0 
129, 128, 0 
130, 128, 0 
130, 129, 0 
131, 130, 0 
131, 130, 0 
132, 131, 0 
132, 131, 0 
133, 132, 0 
133, 132, 0 
134, 133, 0 
135, 134, 0 
135, 134, 0 
136, 135, 0 
136, 135, 0 
137, 136, 0 
137, 136, 0 
138, 137, 0 
138, 138, 0 
139, 138, 0 
140, 138, 0 
140, 139, 0 
141, 140, 0 
141, 140, 0 
142, 141, 0 
142, 141, 0 
143, 142, 0 
144, 142, 0 
144, 143, 0 
145, 143, 0 
145, 144, 0 
146, 144, 0 
146, 145, 0 
147, 145, 0 
147, 146, 0 
148, 146, 0 
149, 147, 0 
149, 147, 0 
150, 148, 0 
151, 148, 0 
151, 148, 0 
152, 149, 0 
153, 150, 0 
154, 150, 0 
155, 150, 0 
156, 151, 0 
156, 152, 0 
157, 152, 0 
158, 153, 0 
159, 153, 0 
160, 154, 0 
161, 154, 0 
161, 155, 0 
162, 156, 0 
163, 156, 0 
164, 157, 0 
165, 158, 0 
165, 159, 0 
166, 159, 0 
167, 160, 0 
168, 161, 0 
169, 162, 0 
170, 163, 0 
170, 164, 0 
171, 165, 0 
172, 166, 0 
173, 167, 0 
174, 168, 0 
175, 169, 0 
175, 170, 0 
176, 171, 0 
177, 173, 0 
178, 174, 0 
179, 175, 0 
180, 176, 0 
180, 177, 0 
181, 179, 0 
182, 180, 0 
183, 181, 0 
184, 182, 0 
186, 183, 0 
187, 184, 0 
188, 185, 0 
189, 186, 0 
191, 187, 0 
192, 188, 0 
193, 189, 0 
194, 190, 0 
196, 191, 0 
197, 192, 0 
198, 193, 0 
199, 194, 0 
201, 195, 0 
202, 196, 0 
203, 197, 0 
204, 198, 0 
206, 199, 0 
207, 200, 0 
208, 201, 0 
209, 202, 0 
210, 204, 0 
212, 204, 0 
213, 206, 0 
214, 207, 0 
215, 208, 0 
217, 209, 0 
218, 210, 0 
219, 211, 0 
220, 212, 0 
222, 214, 0 
223, 215, 0 
224, 216, 0 
225, 217, 0 
227, 219, 0 
228, 220, 0 
229, 221, 0 
230, 223, 0 
232, 224, 0 
233, 225, 0 
234, 227, 0 
235, 228, 0 
235, 230, 0 
235, 231, 0 
235, 233, 0 
235, 234, 0 
235, 235, 0 
235, 237, 1 
235, 238, 1 
235, 238, 1 
235, 238, 1 
235, 238, 1 
235, 238, 1 
235, 238, 1 
235, 238, 1 
235, 237, 1 
235, 237, 1 
235, 236, 1 
235, 236, 1 
235, 235, 1 
235, 235, 0 
234, 234, 0 
232, 234, 1 
231, 233, 1 
230, 232, 1 
229, 232, 1 
227, 231, 1 
226, 231, 1 
225, 230, 1 
224, 229, 1 
222, 228, 1 
221, 227, 1 
220, 226, 1 
219, 226, 1 
217, 225, 1 
216, 224, 1 
215, 223, 1 
214, 222, 1 
212, 221, 1 
211, 221, 1 
210, 220, 1 
209, 219, 3 
207, 218, 3 
206, 217, 3 
205, 216, 3 
204, 216, 3 
202, 215, 3 
201, 214, 3 
200, 213, 3 
199, 211, 3 
197, 209, 3 
196, 206, 3 
195, 204, 1 
194, 202, 1 
192, 200, 1 
191, 198, 1 
190, 196, 1 
189, 193, 1 
187, 191, 1 
186, 189, 1 
185, 187, 1 
184, 186, 1 
182, 184, 1 
180, 182, 1 
178, 180, 1 
175, 178, 1 
173, 176, 1 
170, 174, 1 
168, 172, 1 
165, 170, 1 
163, 169, 1 
160, 167, 1 
158, 166, 1 
155, 164, 1 
153, 163, 1 
150, 161, 3 
148, 159, 3 
145, 158, 3 
143, 156, 3 
140, 154, 3 
138, 153, 3 
135, 151, 3 
133, 150, 3 
130, 149, 3 
128, 147, 3 
125, 145, 3 
123, 144, 3 
121, 143, 3 
118, 141, 3 
116, 140, 3 
113, 139, 3 
111, 138, 3 
108, 136, 3 
106, 135, 3 
103, 134, 3 
101, 132, 3 
98, 131, 3 
96, 130, 3 
93, 129, 3 
91, 128, 3 
88, 127, 3 
86, 126, 3 
83, 125, 3 
81, 123, 3 
78, 122, 3 
76, 121, 3 
73, 121, 3 
71, 120, 3 
68, 119, 3 
66, 118, 3 
63, 117, 3 
61, 116, 3 
59, 115, 3 
56, 114, 3 
54, 113, 3 
51, 112, 3 
49, 111, 3 
46, 110, 3 
44, 109, 3 
41, 108, 3 
39, 107, 3 
36, 107, 3 
